,Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location,month_year,Year,Month
71040,20120553613,7/1/2012 20:38,1,0,0,N,N,584947,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 24 W & WHITES CREEK PIKE,JOELTON,TN,37080,2309,NORTH,36.3244,-86.8685,"(36.3244, -86.8685)",2012-07,2012,7
71200,20120562950,7/5/2012 1:50,1,0,0,N,N,224464,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BAKER STATION RD & SPRINGFIELD HWY,GOODLETTSVILLE,TN,37072,2217,MADISO,36.3766,-86.7487,"(36.3766, -86.7487)",2012-07,2012,7
71262,20120566289,7/6/2012 6:30,1,0,0,N,N,262751,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),4296 MURFREESBORO PIKE,ANTIOCH,TN,37013,8967,SOUTH,36.0256,-86.5873,"(36.0256, -86.5873)",2012-07,2012,7
71318,20120568230,7/6/2012 21:07,1,0,0,N,N,653630,4,ANGLE,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),1252 ROBINSON RD,OLD HICKORY,TN,37138,9619,HERMIT,36.2598,-86.6595,"(36.2598, -86.6595)",2012-07,2012,7
71319,20120568279,7/6/2012 21:34,1,0,0,N,N,653630,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),1252 ROBINSON RD,OLD HICKORY,TN,37138,9619,HERMIT,36.2598,-86.6595,"(36.2598, -86.6595)",2012-07,2012,7
71421,20120572753,7/8/2012 23:38,1,0,0,N,N,620072,4,ANGLE,2,RAIN,3,DARK - LIGHTED,50,DEER (ANIMAL),HWY 100 & TEMPLE RD,NASHVILLE,TN,37221,4807,WEST,36.0455,-86.9506,"(36.0455, -86.9506)",2012-07,2012,7
72002,20120596879,7/17/2012 23:31,1,0,0,N,N,420046,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),5866 HIGDON RD,JOELTON,TN,37080,3339,NORTH,36.2787,-86.9504,"(36.2787, -86.9504)",2012-07,2012,7
72202,20120605293,7/20/2012 21:30,2,0,0,N,Y,807393,2,HEAD-ON,2,RAIN,2,DARK - NOT LIGHTED,12;50,MOTOR VEHICLE IN TRANSPORT;DEER (ANIMAL),HIDDEN CREEK DR & OLD HICKORY BLVD,ANTIOCH,TN,37013,8759,SOUTH,36.02,-86.681,"(36.02, -86.681)",2012-07,2012,7
72258,20120607775,7/22/2012 0:15,1,0,0,N,N,617353,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BRENTWOOD BLVD & OLD HICKORY BLVD,NASHVILLE,TN,37220,7111,MIDTOW,36.0377,-86.7948,"(36.0377, -86.7948)",2012-07,2012,7
72880,20120637234,8/2/2012 8:07,1,0,0,N,N,485261,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),FRANKLIN PIKE & MORRISWOOD DR,NASHVILLE,TN,37204,7015,MIDTOW,36.0967,-86.7719,"(36.0967, -86.7719)",2012-08,2012,8
73094,20120645558,8/5/2012 13:39,1,2,0,N,N,635484,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),ASHLAND CITY HWY & BRILEY PKWY N,NASHVILLE,TN,37218,31040,NORTH,36.2098,-86.8716,"(36.2098, -86.8716)",2012-08,2012,8
73198,20120650572,8/7/2012 13:06,1,2,0,N,N,224960,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),1012 E TRINITY LN,NASHVILLE,TN,37216,1851,EAST,36.2042,-86.7452,"(36.2042, -86.7452)",2012-08,2012,8
73509,20120664472,8/12/2012 17:45,1,0,0,N,N,727212,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),S NEW HOPE RD & CAPE HOPE PASS,HERMITAGE,TN,37076,9547,HERMIT,36.1497,-86.5842,"(36.1497, -86.5842)",2012-08,2012,8
73576,20120667218,8/13/2012 19:32,1,0,0,N,N,870698,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,5,DUSK,50,DEER (ANIMAL),CLARKSVILLE PIKE & HARPER RD,JOELTON,TN,37080,3315,NORTH,36.3254,-86.9153,"(36.3254, -86.9153)",2012-08,2012,8
73773,20120676586,8/16/2012 21:17,1,0,0,N,N,752065,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),FARRELL RD & FRANKLIN PIKE,NASHVILLE,TN,37220,7109,MIDTOW,36.0719,-86.7741,"(36.0719, -86.7741)",2012-08,2012,8
74145,20120693666,8/23/2012 8:17,1,0,0,N,N,225805,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,4,DAWN,50,DEER (ANIMAL),HIDDEN CREEK DR & OLD HICKORY BLVD,ANTIOCH,TN,37013,8759,SOUTH,36.02,-86.681,"(36.02, -86.681)",2012-08,2012,8
74397,20120702705,8/26/2012 21:48,1,0,0,N,N,553957,4,ANGLE,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BRANDYWINE POINTE BLVD & SHUTE LN,OLD HICKORY,TN,37138,9717,HERMIT,36.2306,-86.6079,"(36.2306, -86.6079)",2012-08,2012,8
74403,20120703031,8/27/2012 1:33,1,0,0,N,N,716877,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MM 60 4 I24 E,ANTIOCH,TN,37013,8704,SOUTH,36.0364,-86.6453,"(36.0364, -86.6453)",2012-08,2012,8
74838,20120721624,9/2/2012 10:17,1,0,0,N,N,556888,4,ANGLE,98,OTHER (NARRATIVE),1,DAYLIGHT,50,DEER (ANIMAL),HARPETH VALLEY RD & HWY 70 S,NASHVILLE,TN,37221,4713,WEST,36.0823,-86.9583,"(36.0823, -86.9583)",2012-09,2012,9
74865,20120722408,9/2/2012 21:45,1,0,0,N,N,807343,4,ANGLE,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MT VIEW RD & MURFREESBORO PIKE,ANTIOCH,TN,37013,8927,SOUTH,36.0543,-86.6187,"(36.0543, -86.6187)",2012-09,2012,9
76223,20120777329,9/23/2012 21:00,1,0,0,N,N,887607,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),4398 STENBERG RD,NASHVILLE,TN,37218,3231,NORTH,36.2619,-86.8644,"(36.2619, -86.8644)",2012-09,2012,9
76231,20120777725,9/24/2012 1:35,1,0,0,N,N,824608,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,10,SEVERE CROSSWIND,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 65 N & OLD HICKORY BLVD,BRENTWOOD,TN,37027,86040,MIDTOW,36.039,-86.7826,"(36.039, -86.7826)",2012-09,2012,9
76630,20120794599,9/30/2012 0:15,1,0,0,N,N,596399,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 65 S & I 65 S,GOODLETTSVILLE,TN,37072,21020,MADISO,36.3111,-86.7022,"(36.3111, -86.7022)",2012-09,2012,9
76865,20120802173,10/2/2012 23:15,1,0,0,N,N,714647,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),9095 HWY 100,NASHVILLE,TN,37221,4805,WEST,36.0273,-87.0113,"(36.0273, -87.0113)",2012-10,2012,10
76866,20120802343,10/3/2012 0:46,1,0,0,N,N,420046,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 24 E & BRICK CHURCH PIKE,NASHVILLE,TN,37207,3021,NORTH,36.23,-86.7817,"(36.23, -86.7817)",2012-10,2012,10
76923,20120804747,10/3/2012 18:53,1,0,0,N,N,591933,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),BUENA VISTA PIKE & WHITES CREEK PIKE,NASHVILLE,TN,37207,3221,NORTH,36.2525,-86.8299,"(36.2525, -86.8299)",2012-10,2012,10
76998,20120808199,10/4/2012 23:13,1,0,0,N,N,887588,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),I 40 E & DONELSON PIKE,NASHVILLE,TN,37217,89020,HERMIT,36.1412,-86.6665,"(36.1412, -86.6665)",2012-10,2012,10
77062,20120810875,10/5/2012 21:00,1,0,0,N,N,716889,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HICKORY INDUSTRIAL DR & ROBINSON RD,OLD HICKORY,TN,37138,9611,HERMIT,36.2655,-86.6641,"(36.2655, -86.6641)",2012-10,2012,10
77069,20120811153,10/5/2012 22:50,1,0,0,N,N,676838,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),7474 WHITES CREEK PIKE,JOELTON,TN,37080,2309,NORTH,36.335,-86.8696,"(36.335, -86.8696)",2012-10,2012,10
77129,20120814278,10/7/2012 5:00,1,0,0,N,N,676838,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),MM 39 8 I24 E,WHITES CREEK,TN,37189,3314,NORTH,36.2849,-86.808,"(36.2849, -86.808)",2012-10,2012,10
77158,20120816175,10/8/2012 2:45,1,0,0,N,N,834809,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),I 24 E & OLD HICKORY BLVD,ANTIOCH,TN,37013,8702,SOUTH,36.0142,-86.6205,"(36.0142, -86.6205)",2012-10,2012,10
77207,20120819373,10/9/2012 7:19,2,0,0,N,N,267831,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),5508 GRANNY WHITE PIKE,NASHVILLE,TN,37220,7111,MIDTOW,36.054,-86.816,"(36.054, -86.816)",2012-10,2012,10
77331,20120823816,10/10/2012 19:47,1,0,0,N,N,887594,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 24 W & WHITES CREEK PIKE,JOELTON,TN,37080,2309,NORTH,36.3244,-86.8685,"(36.3244, -86.8685)",2012-10,2012,10
77339,20120825017,10/11/2012 6:19,1,0,0,N,N,419952,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BRILEY PKWY W & CLARKSVILLE PIKE,NASHVILLE,TN,37218,3216,NORTH,36.2291,-86.8343,"(36.2291, -86.8343)",2012-10,2012,10
77341,20120825105,10/11/2012 7:25,1,1,0,N,N,262757,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),BELL RD & HARBORWOOD DR,NASHVILLE,TN,37214,8989,HERMIT,36.1327,-86.6293,"(36.1327, -86.6293)",2012-10,2012,10
77406,20120826889,10/11/2012 20:57,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HWY 100 & NATCHEZ TRACE PKWY,NASHVILLE,TN,37221,4805,WEST,36.0346,-86.9758,"(36.0346, -86.9758)",2012-10,2012,10
77470,20120829418,10/12/2012 19:06,1,0,0,N,N,596387,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 40 E & MCCRORY LN,NASHVILLE,TN,37221,4804,WEST,36.0769,-87.0202,"(36.0769, -87.0202)",2012-10,2012,10
77530,20120832454,10/13/2012 21:34,1,0,0,N,N,752065,4,ANGLE,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HILLSBORO PIKE & KINGSBURY DR,NASHVILLE,TN,37215,6205,WEST,36.064,-86.8478,"(36.064, -86.8478)",2012-10,2012,10
77535,20120832969,10/13/2012 22:15,2,0,0,N,Y,596384,5,SIDESWIPE - SAME DIRECTION,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,14;50,PARKED MOTOR VEHICLE;DEER (ANIMAL),HIGHLANDER DR & KEVINWOOD CT,ANTIOCH,TN,37013,8861,SOUTH,36.056,-86.6599,"(36.056, -86.6599)",2012-10,2012,10
77631,20120838113,10/16/2012 7:05,1,0,0,N,N,224960,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),ASHLAND CITY HWY & OLD HICKORY BLVD,NASHVILLE,TN,37218,3341,NORTH,36.2115,-86.921,"(36.2115, -86.921)",2012-10,2012,10
77691,20120840128,10/17/2012 0:42,1,1,0,N,N,887598,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 40 E & HWY 70 S,NASHVILLE,TN,37221,4806,WEST,36.0812,-86.9562,"(36.0812, -86.9562)",2012-10,2012,10
77773,20120842311,10/17/2012 19:12,1,0,0,N,N,714629,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),2629 PENNINGTON AVE,NASHVILLE,TN,37216,1405,EAST,36.1963,-86.7306,"(36.1963, -86.7306)",2012-10,2012,10
77776,20120842545,10/17/2012 21:17,1,0,0,N,N,887594,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),CLARKSVILLE PIKE & SIMPKINS RD,WHITES CREEK,TN,37189,3241,NORTH,36.2687,-86.8599,"(36.2687, -86.8599)",2012-10,2012,10
77839,20120845156,10/18/2012 18:26,1,0,0,N,N,807594,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),I 24 E & OLD HICKORY BLVD,ANTIOCH,TN,37013,8702,SOUTH,36.0142,-86.6205,"(36.0142, -86.6205)",2012-10,2012,10
77909,20120848904,10/20/2012 0:21,1,0,0,N,N,834809,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),LICKTON PIKE & LOWER WALKERS CREEK RD,GOODLETTSVILLE,TN,37072,2203,MADISO,36.3429,-86.7566,"(36.3429, -86.7566)",2012-10,2012,10
77919,20120849704,10/20/2012 9:30,1,0,0,N,N,475122,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),2201 OLD HICKORY BLVD,OLD HICKORY,TN,37138,9711,HERMIT,36.2482,-86.6421,"(36.2482, -86.6421)",2012-10,2012,10
77978,20120852002,10/21/2012 10:40,1,0,0,N,N,332215,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),8304 RIVER ROAD PIKE,NASHVILLE,TN,37209,4705,WEST,36.1969,-86.9693,"(36.1969, -86.9693)",2012-10,2012,10
78002,20120852739,10/21/2012 20:22,1,0,0,N,N,429185,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & DODSON CHAPEL RD,HERMITAGE,TN,37076,9501,HERMIT,36.1633,-86.6131,"(36.1633, -86.6131)",2012-10,2012,10
78063,20120855305,10/22/2012 21:25,1,0,0,N,N,665896,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),HILLS LN & OLD HICKORY BLVD,OLD HICKORY,TN,37138,9739,HERMIT,36.2057,-86.6224,"(36.2057, -86.6224)",2012-10,2012,10
78090,20120856734,10/23/2012 10:05,1,0,0,N,N,876597,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),ASHLAND CITY HWY & BRILEY PKWY N,NASHVILLE,TN,37218,31040,NORTH,36.2098,-86.8716,"(36.2098, -86.8716)",2012-10,2012,10
78141,20120858127,10/23/2012 20:34,1,1,0,N,N,725756,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),CHARLOTTE PIKE & HWY 70,NASHVILLE,TN,37221,4713,WEST,36.0917,-86.9812,"(36.0917, -86.9812)",2012-10,2012,10
78235,20120862192,10/25/2012 6:51,1,0,0,N,N,459042,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),1229 SPRINGFIELD HWY,GOODLETTSVILLE,TN,37072,2219,MADISO,36.3625,-86.7299,"(36.3625, -86.7299)",2012-10,2012,10
78253,20120862418,10/25/2012 9:15,1,0,0,N,N,226975,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),ASHEFORD TRCE & MT VIEW RD,ANTIOCH,TN,37013,8865,SOUTH,36.0453,-86.6284,"(36.0453, -86.6284)",2012-10,2012,10
78259,20120862524,10/25/2012 10:15,1,0,0,N,N,887593,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),NOLENSVILLE PIKE & SUGAR VALLEY DR,NASHVILLE,TN,37211,8651,MIDTOW,36.0154,-86.7057,"(36.0154, -86.7057)",2012-10,2012,10
78296,20120863461,10/25/2012 17:50,1,1,0,N,N,420035,4,ANGLE,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),647 MYATT DR,MADISON,TN,37115,1721,MADISO,36.2919,-86.6944,"(36.2919, -86.6944)",2012-10,2012,10
78309,20120863776,10/25/2012 20:30,1,0,0,N,N,876591,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 24 W & WHITES CREEK PIKE,JOELTON,TN,37080,2309,NORTH,36.3244,-86.8685,"(36.3244, -86.8685)",2012-10,2012,10
78383,20120866704,10/26/2012 19:49,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),8350 HWY 70,NASHVILLE,TN,37221,4709,WEST,36.0917,-86.9838,"(36.0917, -86.9838)",2012-10,2012,10
78394,20120867245,10/26/2012 23:00,1,0,0,N,N,834801,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,50,DEER (ANIMAL),CORPORATE PL & HEIL QUAKER BLVD,ANTIOCH,TN,37013,8869,SOUTH,36.0174,-86.6073,"(36.0174, -86.6073)",2012-10,2012,10
78420,20120867969,10/27/2012 5:23,1,0,0,N,N,716896,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HWY 100 & HWY 96,NASHVILLE,TN,37221,4805,WEST,36.0175,-87.0309,"(36.0175, -87.0309)",2012-10,2012,10
78455,20120869677,10/27/2012 21:50,1,0,0,N,N,633380,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),2781 PENNINGTON BEND RD,NASHVILLE,TN,37214,9315,HERMIT,36.2176,-86.6891,"(36.2176, -86.6891)",2012-10,2012,10
78506,20120872447,10/29/2012 1:49,1,0,0,N,N,46885,4,ANGLE,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),HIGHLAND WAY & OLD HICKORY BLVD,NASHVILLE,TN,37211,8653,MIDTOW,36.0397,-86.7392,"(36.0397, -86.7392)",2012-10,2012,10
78533,20120873319,10/29/2012 10:30,1,2,0,N,N,717625,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),BRICK CHURCH PIKE & W TRINITY LN,NASHVILLE,TN,37207,3003,NORTH,36.2066,-86.7779,"(36.2066, -86.7779)",2012-10,2012,10
78553,20120874080,10/29/2012 15:58,1,0,0,N,N,807338,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),6553 BURKITT RD,NOLENSVILLE,TN,37135,8773,SOUTH,35.9902,-86.6391,"(35.9902, -86.6391)",2012-10,2012,10
78577,20120874885,10/29/2012 21:25,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HWY 100 & HWY 100,NASHVILLE,TN,37205,6209,WEST,36.0989,-86.8719,"(36.0989, -86.8719)",2012-10,2012,10
78582,20120875703,10/30/2012 4:15,1,0,0,N,N,627,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),AMY LYNN DR & ASHLAND CITY HWY,NASHVILLE,TN,37218,3235,NORTH,36.2103,-86.8784,"(36.2103, -86.8784)",2012-10,2012,10
78590,20120875964,10/30/2012 6:30,1,0,0,N,N,226622,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),HWY 70 & MCCRORY LN,NASHVILLE,TN,37221,4713,WEST,36.0934,-87.0231,"(36.0934, -87.0231)",2012-10,2012,10
78650,20120877531,10/30/2012 19:14,1,0,0,N,N,755027,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & HARBOR LIGHTS DR,NASHVILLE,TN,37217,8935,HERMIT,36.0939,-86.6249,"(36.0939, -86.6249)",2012-10,2012,10
78654,20120877688,10/30/2012 19:50,1,1,0,N,N,224486,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),14184 OLD HICKORY BLVD,ANTIOCH,TN,37013,8761,SOUTH,36.0143,-86.6765,"(36.0143, -86.6765)",2012-10,2012,10
78653,20120877677,10/30/2012 20:21,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,5,DUSK,50,DEER (ANIMAL),ARCO DR & TYNE BLVD,NASHVILLE,TN,37215,6205,WEST,36.0823,-86.847,"(36.0823, -86.847)",2012-10,2012,10
78665,20120878925,10/31/2012 5:39,1,0,0,N,N,420046,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),6689 OLD HICKORY BLVD,WHITES CREEK,TN,37189,3305,NORTH,36.2818,-86.8549,"(36.2818, -86.8549)",2012-10,2012,10
78674,20120879081,10/31/2012 7:20,1,0,0,N,N,226306,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),CEDAR FOREST DR & SAWYER BROWN RD,NASHVILLE,TN,37221,4815,WEST,36.1024,-86.931,"(36.1024, -86.931)",2012-10,2012,10
78673,20120879074,10/31/2012 7:21,1,0,0,N,N,493307,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),HWY 70 & NEWSOM STATION RD,NASHVILLE,TN,37221,4713,WEST,36.0916,-86.987,"(36.0916, -86.987)",2012-10,2012,10
78745,20120881124,10/31/2012 21:31,1,0,0,N,N,556885,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BATTLE RD & CAROTHERS RD,NOLENSVILLE,TN,37135,8773,SOUTH,35.9848,-86.6261,"(35.9848, -86.6261)",2012-10,2012,10
78751,20120882052,11/1/2012 5:42,1,0,0,N,N,633391,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BEVERLY HILLS DR & HWY 70,NASHVILLE,TN,37221,4713,WEST,36.0972,-87.0326,"(36.0972, -87.0326)",2012-11,2012,11
78754,20120882153,11/1/2012 6:15,1,0,0,N,N,225805,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),854 PRESTON RD,ANTIOCH,TN,37013,8763,SOUTH,36.0276,-86.6627,"(36.0276, -86.6627)",2012-11,2012,11
78769,20120882346,11/1/2012 8:50,1,0,0,N,N,226622,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),INDIAN CREEK RD & RIVER ROAD PIKE,NASHVILLE,TN,37209,4707,WEST,36.1397,-86.9554,"(36.1397, -86.9554)",2012-11,2012,11
78825,20120884344,11/2/2012 0:04,1,0,0,N,N,620062,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),5231 OLD HICKORY BLVD,HERMITAGE,TN,37076,9531,HERMIT,36.1896,-86.6149,"(36.1896, -86.6149)",2012-11,2012,11
78827,20120884783,11/2/2012 2:31,1,0,0,N,N,468044,4,ANGLE,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),1568 BELL RD,ANTIOCH,TN,37013,8755,SOUTH,36.0446,-86.6948,"(36.0446, -86.6948)",2012-11,2012,11
